#node	identifier	domain_summary_url	annotation	other_names_and_aliases
HEPACAM2	9606.ENSP00000390204	HEPACAM family member 2; Required during prometaphase for centrosome maturation. Following poly-ADP-ribosylation (PARsylation) by TNKS, translocates from the Golgi apparatus to mitotic centrosomes and plays a key role in the formation of robust microtubules for prompt movement of chromosomes: anchors AKAP9/CG-NAP, a scaffold protein of the gamma- tubulin ring complex and promotes centrosome maturation.	https://smart.embl.de/smart/DDvec.cgi?smart=485:IG(61|164)+IGc2(187|249)+IG_like(278|356)+TRANS(373|395)+	253012,A8MVW5,AAI36301.1,AAI36302.1,AAI39907.1,AAQ88711.1,AC000119,AC002453,AK096002,AK298361,AY358345,B3KTT4,B4DPJ1,B9EG93,BAG53196.1,BAG60603.1,BC136300,BC136301,BC139906,C9JN07,CCDS43616,CCDS43616.1,CCDS5629,CCDS5629.1,CCDS75631,CCDS75631.1,CCDS75632,CCDS75632.1,E9PDV5,ENSG00000188175,ENSP00000340532,ENSP00000377980,ENSP00000389592,ENSP00000390204,ENST00000341723,ENST00000341723.8,ENST00000394468,ENST00000394468.6,ENST00000440868,ENST00000440868.5,ENST00000453812,ENST00000453812.2,ENST00000492616,ENST00000492616.1,FLJ38683,HECA2_HUMAN,HEPACAM family member 2,HEPACAM2,HEPACAM2-201,HEPACAM2-202,HEPACAM2-203,HEPACAM2-204,HEPACAM2-205,HGNC:27364,HPA012381,KF458519,MIKI,Mitotic kinetics regulator,NM_001039372,NM_001039372.3,NM_001039372.4,NM_001288804,NM_001288804.2,NM_001288804.3,NM_001288810,NM_001288810.2,NM_001288810.3,NM_001346642,NM_001346642.1,NM_198151,NM_198151.3,NM_198151.4,NP_001034461,NP_001034461.1,NP_001275733,NP_001275733.1,NP_001275739,NP_001275739.1,NP_001333571,NP_001333571.1,NP_937794,NP_937794.1,NX_A8MVW5,OMIM:614133,OTTHUMG00000131732,Q6UXI0,UNQ305/PRO346,UPI0000037519,UPI000013DA71,UPI000020F569,UPI000198CEF3,XM_011516001,XM_011516001.2,XP_011514303,XP_011514303.1,hsa:253012,uc003uml.5,uc003umm.5
HES5	9606.ENSP00000367714	Transcription factor HES-5; Transcriptional repressor of genes that require a bHLH protein for their transcription. Plays an important role as neurogenesis negative regulator (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=166:HLH(22|78)+Pfam_Hairy_orange(87|122)+	388585,ABB83829.1,AL139246,B9DI85,BHLHB38,CCDS41233,CCDS41233.1,CH471183,Class B basic helix-loop-helix protein 38,DQ272660,EAW56096.1,ENSG00000197921,ENSP00000346978,ENSP00000367714,ENST00000354902,ENST00000378453,ENST00000378453.3,HES5,HES5-201,HES5_HUMAN,HGNC:19764,HPA065458,HPA076164,Hairy and enhancer of split 5,Hes family bHLH transcription factor 5,NM_001010926,NM_001010926.3,NM_001010926.4,NP_001010926,NP_001010926.1,NX_Q5TA89,OMIM:607348,OTTHUMG00000000793,Q5TA89,R-HSA-157118,R-HSA-162582,R-HSA-1643685,R-HSA-1980143,R-HSA-1980145,R-HSA-2122947,R-HSA-2197563,R-HSA-2644602,R-HSA-2644603,R-HSA-2644606,R-HSA-2894858,R-HSA-2894862,R-HSA-5663202,R-HSA-9012852,R-HSA-9013508,R-HSA-9013694,R-HSA-9013695,Transcription factor HES-5,UPI00001D7D69,XM_005244751,XM_005244751.4,XP_005244808,XP_005244808.1,bHLHb38,hairy and enhancer of split 5 (Drosophila),hes family bHLH transcription factor 5,hsa:388585,uc001ajn.3
HIF3A	9606.ENSP00000366898	Hypoxia-inducible factor 3-alpha; Acts as a transcriptional regulator in adaptive response to low oxygen tension. Acts as a regulator of hypoxia-inducible gene expression. Functions as an inhibitor of angiogenesis in hypoxic cells of the cornea. Plays a role in the development of the cardiorespiratory system. May also be involved in apoptosis (By similarity). [Isoform 3]: Attenuates the ability of transcription factor HIF1A to bind to hypoxia-responsive elements (HRE) located within the enhancer/promoter of hypoxia-inducible target genes and hence inhibits HRE-driven transcriptional ac [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=669:HLH(20|75)+PAS(84|150)+PAS(227|295)+PAC(301|344)+Pfam_HIF-1(478|509)+	4WN5,64344,AAD22668.1,AAH26308.1,AAH80551.1,AAL69947.1,AB054067,AB118749,AB295039,AC007193,AF463492,AK021653,AK024095,AK027725,AK297828,B0M185,B4DNA2,BAB13865.1,BAB14824.1,BAB55324.1,BAB69689.1,BAD93355.1,BAG07185.1,BAG60164.1,BC026308,BC080551,BHLHE17,Basic-helix-loop-helix-PAS protein MOP7,CCDS12681,CCDS12681.2,CCDS12682,CCDS12682.1,CCDS42580,CCDS42580.2,CH471126,Class E basic helix-loop-helix protein 17,E9PJR0,E9PLC8,E9PNQ7,EAW57408.1,EAW57410.1,ENSG00000124440,ENSP00000244302,ENSP00000244303,ENSP00000291300,ENSP00000300862,ENSP00000321785,ENSP00000341877,ENSP00000366898,ENSP00000394052,ENSP00000407771,ENSP00000408008,ENSP00000412808,ENSP00000432578,ENSP00000432613,ENSP00000432809,ENSP00000434653,ENSP00000434700,ENSP00000435200,ENSP00000435532,ENSP00000469031,ENSP00000471560,ENST00000244302,ENST00000244302.8,ENST00000244303,ENST00000244303.10,ENST00000291300,ENST00000291300.8,ENST00000300862,ENST00000300862.7,ENST00000320589,ENST00000339613,ENST00000377670,ENST00000377670.8,ENST00000414707,ENST00000420102,ENST00000457771,ENST00000457865,ENST00000472815,ENST00000472815.5,ENST00000475432,ENST00000475432.6,ENST00000524533,ENST00000524533.1,ENST00000525854,ENST00000525854.5,ENST00000526506,ENST00000526506.5,ENST00000528563,ENST00000528563.5,ENST00000529205,ENST00000529205.1,ENST00000529542,ENST00000529542.1,ENST00000531043,ENST00000531043.1,ENST00000533145,ENST00000533145.5,ENST00000533789,ENST00000533789.5,ENST00000600236,ENST00000600236.1,ENST00000600383,ENST00000600383.1,ENST00000600879,ENST00000600879.5,H0YDZ5,H0YE02,HGNC:15825,HIF-3-alpha,HIF-3A,HIF3-alpha,HIF3-alpha-1,HIF3A,HIF3A-201,HIF3A-202,HIF3A-203,HIF3A-204,HIF3A-205,HIF3A-206,HIF3A-207,HIF3A-208,HIF3A-209,HIF3A-210,HIF3A-211,HIF3A-212,HIF3A-213,HIF3A-214,HIF3A-215,HIF3A-216,HIF3A-217,HIF3A-218,HIF3A-219,HIF3A_HUMAN,HPA041141,Hypoxia inducible factor 3 subunit alpha,Hypoxia-inducible factor 3 alpha,Hypoxia-inducible factor 3-alpha,I6L988,IPAS,Inhibitory PAS domain protein,M0R104,MOP7,Member of PAS protein 7,NM_022462,NM_022462.4,NM_152794,NM_152794.3,NM_152794.4,NM_152795,NM_152795.3,NM_152795.4,NM_152796,NM_152796.2,NP_071907,NP_071907.4,NP_690007,NP_690007.1,NP_690008,NP_690008.2,NP_690009,NP_690009.1,NX_Q9Y2N7,OMIM:609976,OTTHUMG00000141296,PAS domain-containing protein 7,PASD7,Q58A43,Q66K72,Q8WXA1,Q96K34,Q9H7Z9,Q9HAI2,Q9Y2N7,R-HSA-1234158,R-HSA-1234174,R-HSA-1234176,R-HSA-1266738,R-HSA-2262752,R-HSA-392499,R-HSA-452723,R-HSA-597592,R-HSA-8951664,R-HSA-8953897,UPI000004E9EC,UPI0000140906,UPI00002026E2,UPI0000578916,UPI0001F77CFA,UPI0001F77CFC,UPI0001F77CFD,UPI0001F77D00,UPI0002A470BD,URS0000EA64E3,URS0000EB616E,URS0000EC031D,XM_005259152,XM_005259152.4,XM_005259153,XM_005259153.3,XM_005259155,XM_005259155.4,XM_005259156,XM_005259156.4,XM_017027132,XM_017027132.1,XM_017027133,XM_017027133.1,XM_017027134,XM_017027134.1,XM_017027135,XM_017027135.1,XM_017027136,XM_017027136.1,XM_017027137,XM_017027137.1,XM_017027138,XM_017027138.1,XM_017027139,XM_017027139.1,XM_017027140,XM_017027140.1,XM_017027141,XM_017027141.1,XM_017027142,XM_017027142.1,XM_024451649,XM_024451649.1,XP_005259209,XP_005259209.1,XP_005259210,XP_005259210.2,XP_005259212,XP_005259212.1,XP_005259213,XP_005259213.1,XP_016882621,XP_016882621.1,XP_016882622,XP_016882622.1,XP_016882623,XP_016882623.1,XP_016882624,XP_016882624.1,XP_016882625,XP_016882625.1,XP_016882626,XP_016882626.1,XP_016882627,XP_016882627.1,XP_016882628,XP_016882628.1,XP_016882629,XP_016882629.1,XP_016882630,XP_016882630.1,XP_016882631,XP_016882631.1,XP_024307417,XP_024307417.1,XR_002958343,XR_002958343.1,XR_935849,XR_935849.2,bHLHe17,hsa:64344,hypoxia inducible factor 3 subunit alpha,uc002peh.3
HIGD1C	9606.ENSP00000381473	HIG1 hypoxia inducible domain family member 1C.	https://smart.embl.de/smart/DDvec.cgi?smart=97:Pfam_HIG_1_N(25|77)+	613227,A8MV81,AC008121,CCDS44882,CCDS44882.1,DQ029494,ENSG00000214511,ENSP00000381473,ENST00000398455,ENST00000398455.3,GM921,Gm921,HGNC:28044,HIG1 domain family member 1C,HIG1 domain family, member 1C,HIG1 hypoxia inducible domain family member 1C,HIG1 hypoxia inducible domain family, member 1C,HIG1C_HUMAN,HIGD1C,HIGD1C-201,NM_001109619,NM_001109619.1,NM_001109619.2,NP_001103089,NP_001103089.1,NX_A8MV81,OTTHUMG00000169488,UBIE,UBIE2,UPI000045660E,hsa:613227,uc010smw.3
HSPB3	9606.ENSP00000303394	Heat shock protein beta-3; Inhibitor of actin polymerization.	https://smart.embl.de/smart/DDvec.cgi?smart=150:Pfam_HSP20(64|150)+	6F2R,8988,AAD05360.1,AAI26273.1,AAI32870.1,AK314215,BAG36889.1,BC126272,BC132869,CAA76848.1,CAG29310.1,CCDS3961,CCDS3961.1,CH471123,CR450314,DHMN2C,EAW54893.1,ENSG00000169271,ENSP00000303394,ENST00000302005,ENST00000302005.2,HGNC:5248,HMN2C,HPA062124,HSP 17,HSP27,HSPB3,HSPB3-201,HSPB3_HUMAN,HSPL27,Heat shock 17 kDa protein,Heat shock protein beta-3,Heat shock protein family B (small) member 3,HspB3,NM_006308,NM_006308.2,NM_006308.3,NP_006299,NP_006299.1,NX_Q12988,OMIM:604624,OTTHUMG00000096995,Protein 3,Q12988,Q6ICS9,U15590,UPI000012CCD3,Y17782,heat shock 27kD protein 3,heat shock 27kDa protein 3,heat shock protein family B member 3,hsa:8988,uc003jph.2
HSPB7	9606.ENSP00000364870	Heat shock protein family B member 7; Belongs to the small heat shock protein (HSP20) family.	https://smart.embl.de/smart/DDvec.cgi?smart=245:Pfam_HSP20(149|244)+	27129,AAF20022.1,AAH06319.1,AF155908,AJ243191,AK057295,AK092275,AL096775,AL355994,B3KQ37,BAC03846.1,BAG51899.1,BC006319,C9J5A3,C9K0Y0,CAB63258.1,CAB86671.1,CAH18153.1,CAH18260.1,CCDS30611,CCDS30611.1,CCDS85931,CCDS85931.1,CCDS85932,CCDS85932.1,CCDS85933,CCDS85933.1,CCDS85934,CCDS85934.1,CH471167,CR749298,CR749419,CVHSP,Cardiovascular heat shock protein,D3YTC6,EAW51762.1,ENSG00000173641,ENSP00000310111,ENSP00000364866,ENSP00000364870,ENSP00000374479,ENSP00000374480,ENSP00000385472,ENSP00000391578,ENSP00000395570,ENSP00000417966,ENSP00000419477,ENSP00000445013,ENST00000311890,ENST00000311890.13,ENST00000375714,ENST00000375718,ENST00000375718.4,ENST00000389829,ENST00000389830,ENST00000406363,ENST00000406363.2,ENST00000411503,ENST00000411503.5,ENST00000442459,ENST00000442459.2,ENST00000463576,ENST00000463576.5,ENST00000487046,ENST00000487046.1,ENST00000545268,HGNC:5249,HPA027639,HSPB7,HSPB7-201,HSPB7-202,HSPB7-203,HSPB7-204,HSPB7-205,HSPB7-206,HSPB7-207,HSPB7_HUMAN,Heat shock protein beta-7,Heat shock protein family B (small) member 7,HspB7,NM_001349682,NM_001349682.1,NM_001349683,NM_001349683.1,NM_001349685,NM_001349685.1,NM_001349686,NM_001349686.1,NM_001349687,NM_001349687.1,NM_001349688,NM_001349688.1,NM_001349689,NM_001349689.1,NM_014424,NM_014424.4,NP_001336611,NP_001336611.1,NP_001336612,NP_001336612.1,NP_001336614,NP_001336614.1,NP_001336615,NP_001336615.1,NP_001336616,NP_001336616.1,NP_001336617,NP_001336617.1,NP_001336618,NP_001336618.1,NP_055239,NP_055239.1,NX_Q9UBY9,OMIM:610692,OTTHUMG00000009531,Q68DG0,Q8N241,Q9NU17,Q9UBY9,UPI0000000C78,UPI000002AB62,UPI000006FFC8,UPI000041A10B,UPI00005A8E0C,UPI0001B798AF,URS0000D6E193,cvHSP,cvHsp,heat shock protein family B member 7,hsa:27129,uc001axo.2
IL1RL2	9606.ENSP00000264257	Interleukin-1 receptor-like 2; Receptor for interleukin-36 (IL36A, IL36B and IL36G). After binding to interleukin-36 associates with the coreceptor IL1RAP to form the interleukin-36 receptor complex which mediates interleukin-36- dependent activation of NF-kappa-B, MAPK and other pathways (By similarity). The IL-36 signaling system is thought to be present in epithelial barriers and to take part in local inflammatory response; it is similar to the IL-1 system. Seems to be involved in skin inflammatory response by induction of the IL-23/IL-17/IL-22 pathway.	https://smart.embl.de/smart/DDvec.cgi?smart=575:SIGNAL(1|19)+IG(27|113)+IG(131|217)+IG_like(234|328)+TRANS(336|358)+TIR(382|539)+	3.2.2.6,8808,A4FU63,AAB53237.1,AAG21368.1,AAI07065.1,AAX81989.1,AAY15046.1,AAZ38712.1,AC007248,AC007271,AF284434,BC107064,C9K0I8,CCDS2056,CCDS2056.1,CCDS86867,CCDS86867.1,DQ131903,ENSG00000115598,ENSP00000264257,ENSP00000325201,ENSP00000387611,ENSP00000413348,ENSP00000442184,ENST00000264257,ENST00000264257.6,ENST00000319077,ENST00000421464,ENST00000421464.1,ENST00000441515,ENST00000441515.3,ENST00000481806,ENST00000481806.1,ENST00000539491,HGNC:5999,HPA015485,IL-1Rrp2,IL-36 receptor,IL-36R,IL1R-rp2,IL1RL2,IL1RL2-201,IL1RL2-202,IL1RL2-203,IL1RL2-204,IL1RRP2,ILRL2_HUMAN,Interleukin 1 receptor like 2,Interleukin 1 receptor-like 2,Interleukin-1 receptor-like 2,Interleukin-1 receptor-related protein 2,NM_001351446,NM_001351446.1,NM_001351447,NM_001351447.1,NM_001351448,NM_001351448.1,NM_001351449,NM_001351449.2,NM_001351450,NM_001351450.2,NM_003854,NM_003854.2,NM_003854.4,NP_001338375,NP_001338375.1,NP_001338376,NP_001338376.1,NP_001338377,NP_001338377.1,NP_001338378,NP_001338378.1,NP_001338379,NP_001338379.1,NP_003845,NP_003845.2,NX_Q9HB29,OMIM:604512,OTTHUMG00000130776,Q13525,Q45H74,Q53TU8,Q587I8,Q9HB29,R-HSA-1280215,R-HSA-168256,R-HSA-446652,R-HSA-449147,R-HSA-9007892,R-HSA-9014826,U49065,UPI000013D4ED,UPI0000F58C4F,UPI0001881624,URS0000E9E623,XM_005264036.1,XM_006712820,XM_006712820.2,XM_006712822,XM_006712822.3,XM_011512091,XM_011512091.1,XM_011512092,XM_011512092.1,XM_011512093,XM_011512093.1,XM_011512094,XM_011512094.1,XM_011512096,XM_011512096.1,XM_017005174,XM_017005174.2,XM_017005175,XM_017005175.1,XM_017005176,XM_017005176.1,XM_017005177,XM_017005177.1,XM_017005180,XM_017005180.1,XP_005264093.1,XP_006712883,XP_006712883.1,XP_006712885,XP_006712885.1,XP_011510393,XP_011510393.1,XP_011510394,XP_011510394.1,XP_011510395,XP_011510395.1,XP_011510396,XP_011510396.1,XP_011510398,XP_011510398.1,XP_016860663,XP_016860663.1,XP_016860664,XP_016860664.1,XP_016860665,XP_016860665.1,XP_016860666,XP_016860666.1,XP_016860669,XP_016860669.1,hsa:8808,interleukin 1 receptor like 2,uc002tbs.4
IL3	9606.ENSP00000296870	Interleukin-3; Granulocyte/macrophage colony-stimulating factors are cytokines that act in hematopoiesis by controlling the production, differentiation, and function of 2 related white cell populations of the blood, the granulocytes and the monocytes-macrophages.	https://smart.embl.de/smart/DDvec.cgi?smart=152:SIGNAL(1|19)+Pfam_IL3(20|137)+	1JLI,3562,5UV8,5UWC,AAA35725.1,AAA59146.1,AAA59147.1,AAC08706.1,AAH66272.1,AAH66273.1,AAH66276.1,AAH69472.1,AAK38378.1,AC004511,AF365976,BC066272,BC066273,BC066276,BC069472,CCDS4149,CCDS4149.1,ENSG00000164399,ENSP00000296870,ENSP00000368495,ENST00000296870,ENST00000296870.2,ENST00000379197,HGNC:6011,Hematopoietic growth factor,IL-3,IL3,IL3-201,IL3_HUMAN,Interleukin 3,Interleukin-3,M14743,M17115,M20137,MCGF,MGC79398,MGC79399,MULTI-CSF,Mast cell growth factor,Multipotential colony-stimulating factor,NM_000588,NM_000588.3,NM_000588.4,NP_000579,NP_000579.2,NX_P08700,OMIM:147740,OTTHUMG00000059640,P-cell stimulating factor,P-cell-stimulating factor,P08700,Q6GS87,R-HSA-1280215,R-HSA-162582,R-HSA-168256,R-HSA-212436,R-HSA-449147,R-HSA-451927,R-HSA-512988,R-HSA-5673001,R-HSA-5683057,R-HSA-5684996,R-HSA-73857,R-HSA-74160,R-HSA-8878171,R-HSA-8939247,R-HSA-912526,R-HSA-9607240,UPI000002BEA8,colony-stimulating factor, multiple,hematopoietic growth factor,hsa:3562,interleukin 3,mast-cell growth factor,multilineage-colony-stimulating factor,uc003kwe.2
IL33	9606.ENSP00000370842	Interleukin-33 (109-270); Cytokine that binds to and signals through the IL1RL1/ST2 receptor which in turn activates NF-kappa-B and MAPK signaling pathways in target cells. Involved in the maturation of Th2 cells inducing the secretion of T-helper type 2-associated cytokines. Also involved in activation of mast cells, basophils, eosinophils and natural killer cells. Acts as a chemoattractant for Th2 cells, and may function as an 'alarmin', that amplifies immune responses during tissue injury. Belongs to the IL-1 family. Highly divergent.	https://smart.embl.de/smart/DDvec.cgi?smart=270:Pfam_IL33(5|268)+	2KLL,4KC3,90865,AAH47085.1,AAX86998.1,AB024518,ADR77828.1,AK295908,AK303943,AK313414,AL353741,AY905581,B2R8L1,B4DJ35,B4E1Q9,BAA75892.1,BAG36208.1,BAG58697.1,BAG64871.1,BC047085,C9orf26,CAB007057,CAG28547.1,CCDS56563,CCDS56563.1,CCDS56564,CCDS56564.1,CCDS6468,CCDS6468.1,CCDS83341,CCDS83341.1,CH471071,CR407619,D3DRI5,DKFZp586H0523,DVS27,DVS27-related protein,E7EAX4,EAW58748.1,EAW58750.1,EAW58751.1,ENSG00000137033,ENSP00000259562,ENSP00000370842,ENSP00000394039,ENSP00000399586,ENSP00000414238,ENSP00000478858,ENST00000259562,ENST00000381434,ENST00000381434.7,ENST00000417746,ENST00000417746.6,ENST00000429607,ENST00000456383,ENST00000456383.3,ENST00000463336,ENST00000463336.1,ENST00000611532,ENST00000611532.4,HGNC:16028,HPA024426,HQ641439,IL-1F11,IL-33,IL1F11,IL33,IL33-201,IL33-202,IL33-203,IL33-204,IL33-205,IL33_HUMAN,Interleukin 33,Interleukin-1 family member 11,Interleukin-33,Interleukin-33 (109-270),Interleukin-33 (95-270),Interleukin-33 (99-270),NF-HEV,NFEHEV,NFHEV,NM_001199640,NM_001199640.1,NM_001199640.2,NM_001199641,NM_001199641.1,NM_001314044,NM_001314044.1,NM_001314044.2,NM_001314045,NM_001314045.1,NM_001314045.2,NM_001314046,NM_001314046.1,NM_001314046.2,NM_001314047,NM_001314047.1,NM_001314047.2,NM_001314048,NM_001314048.1,NM_001314048.2,NM_001353802,NM_001353802.2,NM_033439,NM_033439.3,NM_033439.4,NP_001186569,NP_001186569.1,NP_001186570,NP_001186570.1,NP_001300973,NP_001300973.1,NP_001300974,NP_001300974.1,NP_001300975,NP_001300975.1,NP_001300976,NP_001300976.1,NP_001300977,NP_001300977.1,NP_001340731,NP_001340731.1,NP_254274,NP_254274.1,NX_O95760,Nuclear factor from high endothelial venules,O95760,OMIM:608678,OTTHUMG00000019516,Q2YEJ5,R-HSA-1257604,R-HSA-1280215,R-HSA-162582,R-HSA-168256,R-HSA-199418,R-HSA-392499,R-HSA-446652,R-HSA-449147,R-HSA-5688426,R-HSA-5689880,R-HSA-597592,R-HSA-6811558,R-HSA-9006925,R-HSA-9014843,UPI000000DBB2,UPI00017A70EC,UPI00017A8744,UPI0001F40F02,URS00008BCF41,XM_017015285,XM_017015285.1,XP_016870774,XP_016870774.1,chromosome 9 open reading frame 26 (NF-HEV),hsa:90865,interleukin 33,interleukin-1 family, member 11,nuclear factor for high endothelial venules,uc011lmh.3,uc064sap.1
KCNE2	9606.ENSP00000290310	Potassium voltage-gated channel subfamily E member 2; Ancillary protein that assembles as a beta subunit with a voltage-gated potassium channel complex of pore-forming alpha subunits. Modulates the gating kinetics and enhances stability of the channel complex. Assembled with KCNB1 modulates the gating characteristics of the delayed rectifier voltage-dependent potassium channel KCNB1. Associated with KCNH2/HERG is proposed to form the rapidly activating component of the delayed rectifying potassium current in heart (IKr). May associate with KCNQ2 and/or KCNQ3 and modulate the native M-t [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=123:Pfam_ISK_Channel(5|116)+	2M0Q,9992,A5H1P3,AAD28086.1,AAG13416.1,AAH93892.1,AAI12088.1,ABQ01239.1,AF071002,AF302095,ATFB4,BC093892,BC112087,CCDS13635,CCDS13635.1,CH471079,D3DSF8,DQ784804,EAX09791.1,ENSG00000159197,ENSP00000290310,ENST00000290310,ENST00000290310.3,HGNC:6242,HPA029706,HPA051553,KCNE2,KCNE2-201,KCNE2_HUMAN,LQT5,LQT6,LRG_291,LRG_291t1,MIRP1,MiRP1,MinK-related peptide 1,Minimum potassium ion channel-related peptide 1,NM_172201,NM_172201.1,NP_751951,NP_751951.1,NX_Q9Y6J6,OMIM:603796,OTTHUMG00000086189,Potassium channel subunit beta MiRP1,Q52LJ5,Q9Y6J6,R-HSA-397014,R-HSA-5576890,R-HSA-5576891,R-HSA-5576893,UPI000004A1D8,hsa:9992,uc002ytt.2
KCNE5	9606.ENSP00000361173	Potassium voltage-gated channel subfamily E regulatory beta subunit 5; Potassium channel ancillary subunit that is essential for generation of some native K(+) currents by virtue of formation of heteromeric ion channel complex with voltage-gated potassium (Kv) channel pore-forming alpha subunits. Functions as an inhibitory beta- subunit of the repolarizing cardiac potassium ion channel KCNQ1.	https://smart.embl.de/smart/DDvec.cgi?smart=142:Pfam_ISK_Channel(45|113)+	23630,AAH35330.1,ABQ01242.1,ABQ08564.1,AJ012743,AK314923,AMME syndrome candidate gene 2 protein,AMMECR2,BAG37431.1,BC035330,CAB58359.1,CCDS14547,CCDS14547.1,CH471120,DQ784807,EAX02676.1,EF535525,ENSG00000176076,ENSP00000326701,ENSP00000361173,ENST00000313919,ENST00000372101,ENST00000372101.3,HGNC:6241,HPA042316,KCNE1L,KCNE5,KCNE5-201,KCNE5_HUMAN,NM_012282,NM_012282.3,NM_012282.4,NP_036414,NP_036414.1,NX_Q9UJ90,OMIM:300328,OTTHUMG00000022189,Potassium channel subunit beta MiRP4,Q5JWV7,Q9UJ90,R-HSA-397014,R-HSA-5576890,R-HSA-5576891,R-HSA-5576893,UPI000012DC68,hsa:23630,uc004eoh.4
KIF2B	9606.ENSP00000268919	Kinesin-like protein KIF2B; Plus end-directed microtubule-dependent motor required for spindle assembly and chromosome movement. Has microtubule depolymerization activity. Plays a role in chromosome congression.	https://smart.embl.de/smart/DDvec.cgi?smart=673:KISc(211|549)+	84643,A0A140VKG5,AAH33802.1,AAK20830.2,AC019315,AEE61302.1,AF333335,AK057272,BAB71406.1,BC033802,CCDS32685,CCDS32685.1,CH471109,EAW94554.1,ENSG00000141200,ENSP00000268919,ENSP00000390604,ENST00000268919,ENST00000268919.5,ENST00000416491,HGNC:29443,HM005705,HPA023081,HPA023103,HPA024795,KIF2B,KIF2B-201,KIF2B_HUMAN,Kinesin family member 2/24,Kinesin family member 2B,Kinesin-like protein KIF2B,NM_032559,NM_032559.4,NM_032559.5,NP_115948,NP_115948.4,NX_Q8N4N8,OMIM:615142,OTTHUMG00000177756,Q8N4N8,Q96MA2,Q9BXG6,R-HSA-109582,R-HSA-1280218,R-HSA-141424,R-HSA-141444,R-HSA-162582,R-HSA-1640170,R-HSA-168256,R-HSA-194315,R-HSA-195258,R-HSA-199991,R-HSA-2132295,R-HSA-2467813,R-HSA-2500257,R-HSA-2555396,R-HSA-5653656,R-HSA-5663220,R-HSA-6811434,R-HSA-6811442,R-HSA-68877,R-HSA-68882,R-HSA-68886,R-HSA-69278,R-HSA-69618,R-HSA-69620,R-HSA-8856688,R-HSA-983189,R-HSA-983231,UPI000013D7E6,hsa:84643,kinesin family member 2B,uc002iua.3
KLF15	9606.ENSP00000296233	Krueppel-like factor 15; Transcriptional regulator that binds to the GA element of the CLCNKA promoter. Binds to the KCNIP2 promoter and regulates KCNIP2 circadian expression in the heart (By similarity). Is a repressor of CCN2 expression, involved in the control of cardiac fibrosis. It is also involved in the control of cardiac hypertrophy acting through the inhibition of MEF2A and GATA4 (By similarity). Involved in podocyte differentiation (By similarity). Inhibits MYOCD activity. Is a negative regulator of TP53 acetylation. Inhibits NF-kappa-B activation through repression of EP300- [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=416:ZnF_C2H2(321|345)+ZnF_C2H2(351|375)+ZnF_C2H2(381|403)+	28999,2ENT,AAH36733.1,AB029254,BAA88561.1,BC036733,CCDS3036,CCDS3036.1,ENSG00000163884,ENSP00000296233,ENST00000296233,ENST00000296233.3,ENST00000509675,ENST00000509675.1,HGNC:14536,HPA028866,KKLF,KLF15,KLF15-201,KLF15-202,KLF15_HUMAN,Kidney-enriched krueppel-like factor,Krueppel-like factor 15,Kruppel like factor 15,NM_014079,NM_014079.3,NM_014079.4,NP_054798,NP_054798.1,NX_Q9UIH9,OMIM:606465,OTTHUMG00000162689,Q9UIH9,R-HSA-1368108,R-HSA-400253,UPI0000001659,URS00008C2092,XM_005247400,XM_005247400.3,XM_005247400.4,XM_011512743,XM_011512743.2,XP_005247457,XP_005247457.1,XP_011511045,XP_011511045.1,hsa:28999,kidney-enriched Kruppel-like factor,uc011bkk.2
